x,y,z,xrot,yrot
499000,192000,-500,505056.1907,190682.2892
499000,192000,-1500,505056.1907,190682.2892
499000,192000,-2500,505056.1907,190682.2892
499000,192000,-3500,505056.1907,190682.2892
499000,192000,-4500,505056.1907,190682.2892
501000,192000,2500,506868.8063,191527.5257
501000,192000,1500,506868.8063,191527.5257
501000,192000,500,506868.8063,191527.5257
501000,192000,-500,506868.8063,191527.5257
501000,192000,-1500,506868.8063,191527.5257
501000,192000,-2500,506868.8063,191527.5257
501000,192000,-3500,506868.8063,191527.5257
501000,192000,-4500,506868.8063,191527.5257
503000,192000,2500,508681.4218,192372.7622
503000,192000,1500,508681.4218,192372.7622
503000,192000,500,508681.4218,192372.7622
503000,192000,-500,508681.4218,192372.7622
503000,192000,-1500,508681.4218,192372.7622
503000,192000,-2500,508681.4218,192372.7622
503000,192000,-3500,508681.4218,192372.7622
503000,192000,-4500,508681.4218,192372.7622
505000,192000,2500,510494.0374,193217.9988
505000,192000,1500,510494.0374,193217.9988
505000,192000,500,510494.0374,193217.9988
505000,192000,-500,510494.0374,193217.9988
505000,192000,-1500,510494.0374,193217.9988
505000,192000,-2500,510494.0374,193217.9988
505000,192000,-3500,510494.0374,193217.9988
505000,192000,-4500,510494.0374,193217.9988
507000,192000,2500,512306.653,194063.2353
507000,192000,1500,512306.653,194063.2353
507000,192000,500,512306.653,194063.2353
507000,192000,-500,512306.653,194063.2353
507000,192000,-1500,512306.653,194063.2353
507000,192000,-2500,512306.653,194063.2353
507000,192000,-3500,512306.653,194063.2353
507000,192000,-4500,512306.653,194063.2353
509000,192000,2500,514119.2686,194908.4718
509000,192000,1500,514119.2686,194908.4718
509000,192000,500,514119.2686,194908.4718
509000,192000,-500,514119.2686,194908.4718
509000,192000,-1500,514119.2686,194908.4718
509000,192000,-2500,514119.2686,194908.4718
509000,192000,-3500,514119.2686,194908.4718
509000,192000,-4500,514119.2686,194908.4718
511000,192000,2500,515931.8841,195753.7083
511000,192000,1500,515931.8841,195753.7083
511000,192000,500,515931.8841,195753.7083
511000,192000,-500,515931.8841,195753.7083
511000,192000,-1500,515931.8841,195753.7083
511000,192000,-2500,515931.8841,195753.7083
511000,192000,-3500,515931.8841,195753.7083
511000,192000,-4500,515931.8841,195753.7083
513000,192000,2500,517744.4997,196598.9449
513000,192000,1500,517744.4997,196598.9449
513000,192000,500,517744.4997,196598.9449
513000,192000,-500,517744.4997,196598.9449
513000,192000,-1500,517744.4997,196598.9449
513000,192000,-2500,517744.4997,196598.9449
513000,192000,-3500,517744.4997,196598.9449
513000,192000,-4500,517744.4997,196598.9449
497000,194000,2500,502398.3386,191649.6682
497000,194000,1500,502398.3386,191649.6682
497000,194000,500,502398.3386,191649.6682
497000,194000,-500,502398.3386,191649.6682
497000,194000,-1500,502398.3386,191649.6682
497000,194000,-2500,502398.3386,191649.6682
497000,194000,-3500,502398.3386,191649.6682
497000,194000,-4500,502398.3386,191649.6682
499000,194000,2500,504210.9542,192494.9048
499000,194000,1500,504210.9542,192494.9048
499000,194000,500,504210.9542,192494.9048
499000,194000,-500,504210.9542,192494.9048
499000,194000,-1500,504210.9542,192494.9048
499000,194000,-2500,504210.9542,192494.9048
499000,194000,-3500,504210.9542,192494.9048
499000,194000,-4500,504210.9542,192494.9048
501000,194000,2500,506023.5697,193340.1413
501000,194000,1500,506023.5697,193340.1413
501000,194000,500,506023.5697,193340.1413
501000,194000,-500,506023.5697,193340.1413
501000,194000,-1500,506023.5697,193340.1413
501000,194000,-2500,506023.5697,193340.1413
501000,194000,-3500,506023.5697,193340.1413
501000,194000,-4500,506023.5697,193340.1413
503000,194000,2500,507836.1853,194185.3778
503000,194000,1500,507836.1853,194185.3778
503000,194000,500,507836.1853,194185.3778
503000,194000,-500,507836.1853,194185.3778
503000,194000,-1500,507836.1853,194185.3778
503000,194000,-2500,507836.1853,194185.3778
503000,194000,-3500,507836.1853,194185.3778
503000,194000,-4500,507836.1853,194185.3778
505000,194000,2500,509648.8009,195030.6143
505000,194000,1500,509648.8009,195030.6143
505000,194000,500,509648.8009,195030.6143
505000,194000,-500,509648.8009,195030.6143
505000,194000,-1500,509648.8009,195030.6143
505000,194000,-2500,509648.8009,195030.6143
505000,194000,-3500,509648.8009,195030.6143
505000,194000,-4500,509648.8009,195030.6143
507000,194000,2500,511461.4165,195875.8509
507000,194000,1500,511461.4165,195875.8509
507000,194000,500,511461.4165,195875.8509
507000,194000,-500,511461.4165,195875.8509
507000,194000,-1500,511461.4165,195875.8509
507000,194000,-2500,511461.4165,195875.8509
507000,194000,-3500,511461.4165,195875.8509
507000,194000,-4500,511461.4165,195875.8509
509000,194000,2500,513274.032,196721.0874
509000,194000,1500,513274.032,196721.0874
509000,194000,500,513274.032,196721.0874
509000,194000,-500,513274.032,196721.0874
509000,194000,-1500,513274.032,196721.0874
509000,194000,-2500,513274.032,196721.0874
509000,194000,-3500,513274.032,196721.0874
509000,194000,-4500,513274.032,196721.0874
511000,194000,2500,515086.6476,197566.3239
511000,194000,1500,515086.6476,197566.3239
511000,194000,500,515086.6476,197566.3239
511000,194000,-500,515086.6476,197566.3239
511000,194000,-1500,515086.6476,197566.3239
511000,194000,-2500,515086.6476,197566.3239
511000,194000,-3500,515086.6476,197566.3239
511000,194000,-4500,515086.6476,197566.3239
513000,194000,2500,516899.2632,198411.5604
513000,194000,1500,516899.2632,198411.5604
513000,194000,500,516899.2632,198411.5604
513000,194000,-500,516899.2632,198411.5604
513000,194000,-1500,516899.2632,198411.5604
513000,194000,-2500,516899.2632,198411.5604
513000,194000,-3500,516899.2632,198411.5604
513000,194000,-4500,516899.2632,198411.5604
497000,196000,2500,501553.1021,193462.2838
497000,196000,1500,501553.1021,193462.2838
497000,196000,500,501553.1021,193462.2838
497000,196000,-500,501553.1021,193462.2838
497000,196000,-1500,501553.1021,193462.2838
497000,196000,-2500,501553.1021,193462.2838
497000,196000,-3500,501553.1021,193462.2838
497000,196000,-4500,501553.1021,193462.2838
499000,196000,2500,503365.7176,194307.5203
499000,196000,1500,503365.7176,194307.5203
499000,196000,500,503365.7176,194307.5203
499000,196000,-500,503365.7176,194307.5203
499000,196000,-1500,503365.7176,194307.5203
499000,196000,-2500,503365.7176,194307.5203
499000,196000,-3500,503365.7176,194307.5203
499000,196000,-4500,503365.7176,194307.5203
501000,196000,2500,505178.3332,195152.7569
501000,196000,1500,505178.3332,195152.7569
501000,196000,500,505178.3332,195152.7569
501000,196000,-500,505178.3332,195152.7569
501000,196000,-1500,505178.3332,195152.7569
501000,196000,-2500,505178.3332,195152.7569
501000,196000,-3500,505178.3332,195152.7569
501000,196000,-4500,505178.3332,195152.7569
503000,196000,2500,506990.9488,195997.9934
503000,196000,1500,506990.9488,195997.9934
503000,196000,500,506990.9488,195997.9934
503000,196000,-500,506990.9488,195997.9934
503000,196000,-1500,506990.9488,195997.9934
503000,196000,-2500,506990.9488,195997.9934
503000,196000,-3500,506990.9488,195997.9934
503000,196000,-4500,506990.9488,195997.9934
505000,196000,2500,508803.5644,196843.2299
505000,196000,1500,508803.5644,196843.2299
505000,196000,500,508803.5644,196843.2299
505000,196000,-500,508803.5644,196843.2299
505000,196000,-1500,508803.5644,196843.2299
505000,196000,-2500,508803.5644,196843.2299
505000,196000,-3500,508803.5644,196843.2299
505000,196000,-4500,508803.5644,196843.2299
507000,196000,2500,510616.1799,197688.4664
507000,196000,1500,510616.1799,197688.4664
507000,196000,500,510616.1799,197688.4664
507000,196000,-500,510616.1799,197688.4664
507000,196000,-1500,510616.1799,197688.4664
507000,196000,-2500,510616.1799,197688.4664
507000,196000,-3500,510616.1799,197688.4664
507000,196000,-4500,510616.1799,197688.4664
509000,196000,2500,512428.7955,198533.703
509000,196000,1500,512428.7955,198533.703
509000,196000,500,512428.7955,198533.703
509000,196000,-500,512428.7955,198533.703
509000,196000,-1500,512428.7955,198533.703
509000,196000,-2500,512428.7955,198533.703
509000,196000,-3500,512428.7955,198533.703
509000,196000,-4500,512428.7955,198533.703
511000,196000,2500,514241.4111,199378.9395
511000,196000,1500,514241.4111,199378.9395
511000,196000,500,514241.4111,199378.9395
511000,196000,-500,514241.4111,199378.9395
511000,196000,-1500,514241.4111,199378.9395
511000,196000,-2500,514241.4111,199378.9395
511000,196000,-3500,514241.4111,199378.9395
511000,196000,-4500,514241.4111,199378.9395
513000,196000,2500,516054.0267,200224.176
513000,196000,1500,516054.0267,200224.176
513000,196000,500,516054.0267,200224.176
513000,196000,-500,516054.0267,200224.176
513000,196000,-1500,516054.0267,200224.176
513000,196000,-2500,516054.0267,200224.176
513000,196000,-3500,516054.0267,200224.176
513000,196000,-4500,516054.0267,200224.176
497000,198000,2500,500707.8655,195274.8994
497000,198000,1500,500707.8655,195274.8994
497000,198000,500,500707.8655,195274.8994
497000,198000,-500,500707.8655,195274.8994
497000,198000,-1500,500707.8655,195274.8994
497000,198000,-2500,500707.8655,195274.8994
497000,198000,-3500,500707.8655,195274.8994
497000,198000,-4500,500707.8655,195274.8994
499000,198000,2500,502520.4811,196120.1359
499000,198000,1500,502520.4811,196120.1359
499000,198000,500,502520.4811,196120.1359
499000,198000,-500,502520.4811,196120.1359
499000,198000,-1500,502520.4811,196120.1359
499000,198000,-2500,502520.4811,196120.1359
499000,198000,-3500,502520.4811,196120.1359
499000,198000,-4500,502520.4811,196120.1359
501000,198000,2500,504333.0967,196965.3724
501000,198000,1500,504333.0967,196965.3724
501000,198000,500,504333.0967,196965.3724
501000,198000,-500,504333.0967,196965.3724
501000,198000,-1500,504333.0967,196965.3724
501000,198000,-2500,504333.0967,196965.3724
501000,198000,-3500,504333.0967,196965.3724
501000,198000,-4500,504333.0967,196965.3724
503000,198000,2500,506145.7123,197810.609
503000,198000,1500,506145.7123,197810.609
503000,198000,500,506145.7123,197810.609
503000,198000,-500,506145.7123,197810.609
503000,198000,-1500,506145.7123,197810.609
503000,198000,-2500,506145.7123,197810.609
503000,198000,-3500,506145.7123,197810.609
503000,198000,-4500,506145.7123,197810.609
505000,198000,2500,507958.3278,198655.8455
505000,198000,1500,507958.3278,198655.8455
505000,198000,500,507958.3278,198655.8455
505000,198000,-500,507958.3278,198655.8455
505000,198000,-1500,507958.3278,198655.8455
505000,198000,-2500,507958.3278,198655.8455
505000,198000,-3500,507958.3278,198655.8455
505000,198000,-4500,507958.3278,198655.8455
507000,198000,2500,509770.9434,199501.082
507000,198000,1500,509770.9434,199501.082
507000,198000,500,509770.9434,199501.082
507000,198000,-500,509770.9434,199501.082
507000,198000,-1500,509770.9434,199501.082
507000,198000,-2500,509770.9434,199501.082
507000,198000,-3500,509770.9434,199501.082
507000,198000,-4500,509770.9434,199501.082
509000,198000,2500,511583.559,200346.3185
509000,198000,1500,511583.559,200346.3185
509000,198000,500,511583.559,200346.3185
509000,198000,-500,511583.559,200346.3185
509000,198000,-1500,511583.559,200346.3185
509000,198000,-2500,511583.559,200346.3185
509000,198000,-3500,511583.559,200346.3185
509000,198000,-4500,511583.559,200346.3185
511000,198000,2500,513396.1746,201191.5551
511000,198000,1500,513396.1746,201191.5551
511000,198000,500,513396.1746,201191.5551
511000,198000,-500,513396.1746,201191.5551
511000,198000,-1500,513396.1746,201191.5551
511000,198000,-2500,513396.1746,201191.5551
511000,198000,-3500,513396.1746,201191.5551
511000,198000,-4500,513396.1746,201191.5551
513000,198000,2500,515208.7901,202036.7916
513000,198000,1500,515208.7901,202036.7916
513000,198000,500,515208.7901,202036.7916
513000,198000,-500,515208.7901,202036.7916
513000,198000,-1500,515208.7901,202036.7916
513000,198000,-2500,515208.7901,202036.7916
513000,198000,-3500,515208.7901,202036.7916
513000,198000,-4500,515208.7901,202036.7916
497000,200000,2500,499862.629,197087.515
497000,200000,1500,499862.629,197087.515
497000,200000,500,499862.629,197087.515
497000,200000,-500,499862.629,197087.515
497000,200000,-1500,499862.629,197087.515
497000,200000,-2500,499862.629,197087.515
497000,200000,-3500,499862.629,197087.515
497000,200000,-4500,499862.629,197087.515
499000,200000,2500,501675.2446,197932.7515
499000,200000,1500,501675.2446,197932.7515
499000,200000,500,501675.2446,197932.7515
499000,200000,-500,501675.2446,197932.7515
499000,200000,-1500,501675.2446,197932.7515
499000,200000,-2500,501675.2446,197932.7515
499000,200000,-3500,501675.2446,197932.7515
499000,200000,-4500,501675.2446,197932.7515
501000,200000,2500,503487.8602,198777.988
501000,200000,1500,503487.8602,198777.988
501000,200000,500,503487.8602,198777.988
501000,200000,-500,503487.8602,198777.988
501000,200000,-1500,503487.8602,198777.988
501000,200000,-2500,503487.8602,198777.988
501000,200000,-3500,503487.8602,198777.988
501000,200000,-4500,503487.8602,198777.988
503000,200000,2500,505300.4757,199623.2245
503000,200000,1500,505300.4757,199623.2245
503000,200000,500,505300.4757,199623.2245
503000,200000,-500,505300.4757,199623.2245
503000,200000,-1500,505300.4757,199623.2245
503000,200000,-2500,505300.4757,199623.2245
503000,200000,-3500,505300.4757,199623.2245
503000,200000,-4500,505300.4757,199623.2245
505000,200000,2500,507113.0913,200468.4611
505000,200000,1500,507113.0913,200468.4611
505000,200000,500,507113.0913,200468.4611
505000,200000,-500,507113.0913,200468.4611
505000,200000,-1500,507113.0913,200468.4611
505000,200000,-2500,507113.0913,200468.4611
505000,200000,-3500,507113.0913,200468.4611
505000,200000,-4500,507113.0913,200468.4611
507000,200000,2500,508925.7069,201313.6976
507000,200000,1500,508925.7069,201313.6976
507000,200000,500,508925.7069,201313.6976
507000,200000,-500,508925.7069,201313.6976
507000,200000,-1500,508925.7069,201313.6976
507000,200000,-2500,508925.7069,201313.6976
507000,200000,-3500,508925.7069,201313.6976
507000,200000,-4500,508925.7069,201313.6976
509000,200000,2500,510738.3225,202158.9341
509000,200000,1500,510738.3225,202158.9341
509000,200000,500,510738.3225,202158.9341
509000,200000,-500,510738.3225,202158.9341
509000,200000,-1500,510738.3225,202158.9341
509000,200000,-2500,510738.3225,202158.9341
509000,200000,-3500,510738.3225,202158.9341
509000,200000,-4500,510738.3225,202158.9341
511000,200000,2500,512550.938,203004.1706
511000,200000,1500,512550.938,203004.1706
511000,200000,500,512550.938,203004.1706
511000,200000,-500,512550.938,203004.1706
511000,200000,-1500,512550.938,203004.1706
511000,200000,-2500,512550.938,203004.1706
511000,200000,-3500,512550.938,203004.1706
511000,200000,-4500,512550.938,203004.1706
513000,200000,2500,514363.5536,203849.4072
513000,200000,1500,514363.5536,203849.4072
513000,200000,500,514363.5536,203849.4072
513000,200000,-500,514363.5536,203849.4072
513000,200000,-1500,514363.5536,203849.4072
513000,200000,-2500,514363.5536,203849.4072
513000,200000,-3500,514363.5536,203849.4072
513000,200000,-4500,514363.5536,203849.4072
497000,202000,2500,499017.3925,198900.1305
497000,202000,1500,499017.3925,198900.1305
497000,202000,500,499017.3925,198900.1305
497000,202000,-500,499017.3925,198900.1305
497000,202000,-1500,499017.3925,198900.1305
497000,202000,-2500,499017.3925,198900.1305
497000,202000,-3500,499017.3925,198900.1305
497000,202000,-4500,499017.3925,198900.1305
499000,202000,2500,500830.0081,199745.3671
499000,202000,1500,500830.0081,199745.3671
499000,202000,500,500830.0081,199745.3671
499000,202000,-500,500830.0081,199745.3671
499000,202000,-1500,500830.0081,199745.3671
499000,202000,-2500,500830.0081,199745.3671
499000,202000,-3500,500830.0081,199745.3671
499000,202000,-4500,500830.0081,199745.3671
501000,202000,2500,502642.6236,200590.6036
501000,202000,1500,502642.6236,200590.6036
501000,202000,500,502642.6236,200590.6036
501000,202000,-500,502642.6236,200590.6036
501000,202000,-1500,502642.6236,200590.6036
501000,202000,-2500,502642.6236,200590.6036
501000,202000,-3500,502642.6236,200590.6036
501000,202000,-4500,502642.6236,200590.6036
503000,202000,2500,504455.2392,201435.8401
503000,202000,1500,504455.2392,201435.8401
503000,202000,500,504455.2392,201435.8401
503000,202000,-500,504455.2392,201435.8401
503000,202000,-1500,504455.2392,201435.8401
503000,202000,-2500,504455.2392,201435.8401
503000,202000,-3500,504455.2392,201435.8401
503000,202000,-4500,504455.2392,201435.8401
505000,202000,2500,506267.8548,202281.0766
505000,202000,1500,506267.8548,202281.0766
505000,202000,500,506267.8548,202281.0766
505000,202000,-500,506267.8548,202281.0766
505000,202000,-1500,506267.8548,202281.0766
505000,202000,-2500,506267.8548,202281.0766
505000,202000,-3500,506267.8548,202281.0766
505000,202000,-4500,506267.8548,202281.0766
507000,202000,2500,508080.4704,203126.3132
507000,202000,1500,508080.4704,203126.3132
507000,202000,500,508080.4704,203126.3132
507000,202000,-500,508080.4704,203126.3132
507000,202000,-1500,508080.4704,203126.3132
507000,202000,-2500,508080.4704,203126.3132
507000,202000,-3500,508080.4704,203126.3132
507000,202000,-4500,508080.4704,203126.3132
509000,202000,2500,509893.0859,203971.5497
509000,202000,1500,509893.0859,203971.5497
509000,202000,500,509893.0859,203971.5497
509000,202000,-500,509893.0859,203971.5497
509000,202000,-1500,509893.0859,203971.5497
509000,202000,-2500,509893.0859,203971.5497
509000,202000,-3500,509893.0859,203971.5497
509000,202000,-4500,509893.0859,203971.5497
511000,202000,2500,511705.7015,204816.7862
511000,202000,1500,511705.7015,204816.7862
511000,202000,500,511705.7015,204816.7862
511000,202000,-500,511705.7015,204816.7862
511000,202000,-1500,511705.7015,204816.7862
511000,202000,-2500,511705.7015,204816.7862
511000,202000,-3500,511705.7015,204816.7862
511000,202000,-4500,511705.7015,204816.7862
513000,202000,2500,513518.3171,205662.0227
513000,202000,1500,513518.3171,205662.0227
513000,202000,500,513518.3171,205662.0227
513000,202000,-500,513518.3171,205662.0227
513000,202000,-1500,513518.3171,205662.0227
513000,202000,-2500,513518.3171,205662.0227
513000,202000,-3500,513518.3171,205662.0227
513000,202000,-4500,513518.3171,205662.0227
497000,204000,2500,498172.156,200712.7461
497000,204000,1500,498172.156,200712.7461
497000,204000,500,498172.156,200712.7461
497000,204000,-500,498172.156,200712.7461
497000,204000,-1500,498172.156,200712.7461
497000,204000,-2500,498172.156,200712.7461
497000,204000,-3500,498172.156,200712.7461
497000,204000,-4500,498172.156,200712.7461
499000,204000,2500,499984.7715,201557.9826
499000,204000,1500,499984.7715,201557.9826
499000,204000,500,499984.7715,201557.9826
499000,204000,-500,499984.7715,201557.9826
499000,204000,-1500,499984.7715,201557.9826
499000,204000,-2500,499984.7715,201557.9826
499000,204000,-3500,499984.7715,201557.9826
499000,204000,-4500,499984.7715,201557.9826
501000,204000,2500,501797.3871,202403.2192
501000,204000,1500,501797.3871,202403.2192
501000,204000,500,501797.3871,202403.2192
501000,204000,-500,501797.3871,202403.2192
501000,204000,-1500,501797.3871,202403.2192
501000,204000,-2500,501797.3871,202403.2192
501000,204000,-3500,501797.3871,202403.2192
501000,204000,-4500,501797.3871,202403.2192
503000,204000,2500,503610.0027,203248.4557
503000,204000,1500,503610.0027,203248.4557
503000,204000,500,503610.0027,203248.4557
503000,204000,-500,503610.0027,203248.4557
503000,204000,-1500,503610.0027,203248.4557
503000,204000,-2500,503610.0027,203248.4557
503000,204000,-3500,503610.0027,203248.4557
503000,204000,-4500,503610.0027,203248.4557
505000,204000,2500,505422.6183,204093.6922
505000,204000,1500,505422.6183,204093.6922
505000,204000,500,505422.6183,204093.6922
505000,204000,-500,505422.6183,204093.6922
505000,204000,-1500,505422.6183,204093.6922
505000,204000,-2500,505422.6183,204093.6922
505000,204000,-3500,505422.6183,204093.6922
505000,204000,-4500,505422.6183,204093.6922
507000,204000,2500,507235.2338,204938.9287
507000,204000,1500,507235.2338,204938.9287
507000,204000,500,507235.2338,204938.9287
507000,204000,-500,507235.2338,204938.9287
507000,204000,-1500,507235.2338,204938.9287
507000,204000,-2500,507235.2338,204938.9287
507000,204000,-3500,507235.2338,204938.9287
507000,204000,-4500,507235.2338,204938.9287
509000,204000,2500,509047.8494,205784.1653
509000,204000,1500,509047.8494,205784.1653
509000,204000,500,509047.8494,205784.1653
509000,204000,-500,509047.8494,205784.1653
509000,204000,-1500,509047.8494,205784.1653
509000,204000,-2500,509047.8494,205784.1653
509000,204000,-3500,509047.8494,205784.1653
509000,204000,-4500,509047.8494,205784.1653
511000,204000,2500,510860.465,206629.4018
511000,204000,1500,510860.465,206629.4018
511000,204000,500,510860.465,206629.4018
511000,204000,-500,510860.465,206629.4018
511000,204000,-1500,510860.465,206629.4018
511000,204000,-2500,510860.465,206629.4018
511000,204000,-3500,510860.465,206629.4018
511000,204000,-4500,510860.465,206629.4018
513000,204000,2500,512673.0806,207474.6383
513000,204000,1500,512673.0806,207474.6383
513000,204000,500,512673.0806,207474.6383
513000,204000,-500,512673.0806,207474.6383
513000,204000,-1500,512673.0806,207474.6383
513000,204000,-2500,512673.0806,207474.6383
513000,204000,-3500,512673.0806,207474.6383
513000,204000,-4500,512673.0806,207474.6383
497000,206000,-5500,497326.9194,202525.3617
497000,206000,-6500,497326.9194,202525.3617
497000,206000,-7500,497326.9194,202525.3617
497000,206000,-8500,497326.9194,202525.3617
497000,206000,-9500,497326.9194,202525.3617
497000,206000,-10500,497326.9194,202525.3617
497000,206000,-11500,497326.9194,202525.3617
499000,206000,-5500,499139.535,203370.5982
499000,206000,-6500,499139.535,203370.5982
499000,206000,-7500,499139.535,203370.5982
499000,206000,-8500,499139.535,203370.5982
499000,206000,-9500,499139.535,203370.5982
499000,206000,-10500,499139.535,203370.5982
499000,206000,-11500,499139.535,203370.5982
501000,206000,-5500,500952.1506,204215.8347
501000,206000,-6500,500952.1506,204215.8347
501000,206000,-7500,500952.1506,204215.8347
501000,206000,-8500,500952.1506,204215.8347
501000,206000,-9500,500952.1506,204215.8347
501000,206000,-10500,500952.1506,204215.8347
501000,206000,-11500,500952.1506,204215.8347
503000,206000,-5500,502764.7662,205061.0713
503000,206000,-6500,502764.7662,205061.0713
503000,206000,-7500,502764.7662,205061.0713
503000,206000,-8500,502764.7662,205061.0713
503000,206000,-9500,502764.7662,205061.0713
503000,206000,-10500,502764.7662,205061.0713
503000,206000,-11500,502764.7662,205061.0713
505000,206000,-5500,504577.3817,205906.3078
505000,206000,-6500,504577.3817,205906.3078
505000,206000,-7500,504577.3817,205906.3078
505000,206000,-8500,504577.3817,205906.3078
505000,206000,-9500,504577.3817,205906.3078
505000,206000,-10500,504577.3817,205906.3078
505000,206000,-11500,504577.3817,205906.3078
507000,206000,-5500,506389.9973,206751.5443
507000,206000,-6500,506389.9973,206751.5443
507000,206000,-7500,506389.9973,206751.5443
507000,206000,-8500,506389.9973,206751.5443
507000,206000,-9500,506389.9973,206751.5443
507000,206000,-10500,506389.9973,206751.5443
507000,206000,-11500,506389.9973,206751.5443
509000,206000,-5500,508202.6129,207596.7808
509000,206000,-6500,508202.6129,207596.7808
509000,206000,-7500,508202.6129,207596.7808
509000,206000,-8500,508202.6129,207596.7808
509000,206000,-9500,508202.6129,207596.7808
509000,206000,-10500,508202.6129,207596.7808
509000,206000,-11500,508202.6129,207596.7808
511000,206000,-5500,510015.2285,208442.0174
511000,206000,-6500,510015.2285,208442.0174
511000,206000,-7500,510015.2285,208442.0174
511000,206000,-8500,510015.2285,208442.0174
511000,206000,-9500,510015.2285,208442.0174
511000,206000,-10500,510015.2285,208442.0174
511000,206000,-11500,510015.2285,208442.0174
513000,206000,-5500,511827.844,209287.2539
513000,206000,-6500,511827.844,209287.2539
513000,206000,-7500,511827.844,209287.2539
513000,206000,-8500,511827.844,209287.2539
513000,206000,-9500,511827.844,209287.2539
513000,206000,-10500,511827.844,209287.2539
513000,206000,-11500,511827.844,209287.2539
497000,208000,-5500,496481.6829,204337.9773
497000,208000,-6500,496481.6829,204337.9773
497000,208000,-7500,496481.6829,204337.9773
497000,208000,-8500,496481.6829,204337.9773
497000,208000,-9500,496481.6829,204337.9773
497000,208000,-10500,496481.6829,204337.9773
497000,208000,-11500,496481.6829,204337.9773
499000,208000,-5500,498294.2985,205183.2138
499000,208000,-6500,498294.2985,205183.2138
499000,208000,-7500,498294.2985,205183.2138
499000,208000,-8500,498294.2985,205183.2138
499000,208000,-9500,498294.2985,205183.2138
499000,208000,-10500,498294.2985,205183.2138
499000,208000,-11500,498294.2985,205183.2138
501000,208000,-5500,500106.9141,206028.4503
501000,208000,-6500,500106.9141,206028.4503
501000,208000,-7500,500106.9141,206028.4503
501000,208000,-8500,500106.9141,206028.4503
501000,208000,-9500,500106.9141,206028.4503
501000,208000,-10500,500106.9141,206028.4503
501000,208000,-11500,500106.9141,206028.4503
503000,208000,-5500,501919.5296,206873.6868
503000,208000,-6500,501919.5296,206873.6868
503000,208000,-7500,501919.5296,206873.6868
503000,208000,-8500,501919.5296,206873.6868
503000,208000,-9500,501919.5296,206873.6868
503000,208000,-10500,501919.5296,206873.6868
503000,208000,-11500,501919.5296,206873.6868
505000,208000,-5500,503732.1452,207718.9234
505000,208000,-6500,503732.1452,207718.9234
505000,208000,-7500,503732.1452,207718.9234
505000,208000,-8500,503732.1452,207718.9234
505000,208000,-9500,503732.1452,207718.9234
505000,208000,-10500,503732.1452,207718.9234
505000,208000,-11500,503732.1452,207718.9234
507000,208000,-5500,505544.7608,208564.1599
507000,208000,-6500,505544.7608,208564.1599
507000,208000,-7500,505544.7608,208564.1599
507000,208000,-8500,505544.7608,208564.1599
507000,208000,-9500,505544.7608,208564.1599
507000,208000,-10500,505544.7608,208564.1599
507000,208000,-11500,505544.7608,208564.1599
509000,208000,-5500,507357.3764,209409.3964
509000,208000,-6500,507357.3764,209409.3964
509000,208000,-7500,507357.3764,209409.3964
509000,208000,-8500,507357.3764,209409.3964
509000,208000,-9500,507357.3764,209409.3964
509000,208000,-10500,507357.3764,209409.3964
509000,208000,-11500,507357.3764,209409.3964
511000,208000,-5500,509169.9919,210254.6329
511000,208000,-6500,509169.9919,210254.6329
511000,208000,-7500,509169.9919,210254.6329
511000,208000,-8500,509169.9919,210254.6329
511000,208000,-9500,509169.9919,210254.6329
511000,208000,-10500,509169.9919,210254.6329
511000,208000,-11500,509169.9919,210254.6329
513000,208000,-5500,510982.6075,211099.8695
513000,208000,-6500,510982.6075,211099.8695
513000,208000,-7500,510982.6075,211099.8695
513000,208000,-8500,510982.6075,211099.8695
513000,208000,-9500,510982.6075,211099.8695
513000,208000,-10500,510982.6075,211099.8695
513000,208000,-11500,510982.6075,211099.8695
497000,210000,-5500,495636.4464,206150.5928
497000,210000,-6500,495636.4464,206150.5928
497000,210000,-7500,495636.4464,206150.5928
497000,210000,-8500,495636.4464,206150.5928
497000,210000,-9500,495636.4464,206150.5928
497000,210000,-10500,495636.4464,206150.5928
497000,210000,-11500,495636.4464,206150.5928
499000,210000,-5500,497449.062,206995.8294
499000,210000,-6500,497449.062,206995.8294
499000,210000,-7500,497449.062,206995.8294
499000,210000,-8500,497449.062,206995.8294
499000,210000,-9500,497449.062,206995.8294
499000,210000,-10500,497449.062,206995.8294
499000,210000,-11500,497449.062,206995.8294
501000,210000,-5500,499261.6775,207841.0659
501000,210000,-6500,499261.6775,207841.0659
501000,210000,-7500,499261.6775,207841.0659
501000,210000,-8500,499261.6775,207841.0659
501000,210000,-9500,499261.6775,207841.0659
501000,210000,-10500,499261.6775,207841.0659
501000,210000,-11500,499261.6775,207841.0659
503000,210000,-5500,501074.2931,208686.3024
503000,210000,-6500,501074.2931,208686.3024
503000,210000,-7500,501074.2931,208686.3024
503000,210000,-8500,501074.2931,208686.3024
503000,210000,-9500,501074.2931,208686.3024
503000,210000,-10500,501074.2931,208686.3024
503000,210000,-11500,501074.2931,208686.3024
505000,210000,-5500,502886.9087,209531.5389
505000,210000,-6500,502886.9087,209531.5389
505000,210000,-7500,502886.9087,209531.5389
505000,210000,-8500,502886.9087,209531.5389
505000,210000,-9500,502886.9087,209531.5389
505000,210000,-10500,502886.9087,209531.5389
505000,210000,-11500,502886.9087,209531.5389
507000,210000,-5500,504699.5243,210376.7755
