master,pair,station,lagtime,coefficient,phase,ttmaster,ttpair,dt
430,511,SIL05,0.002270537,0.728291717,S,2.24,2.35,0.11
430,511,SIL05,-0.022255249,0.592204018,P,2.9,2.65,-0.25
430,511,SIL03,0.001737917,0.599306358,P,4.52,4.41,-0.11
430,511,NIL08,0.012487859,0.790461571,S,2.79,2.78,-0.01
430,511,NIL08,-0.016739308,0.659333945,P,3.05,3.17,0.12
430,446,SIL08,-0.082084206,0.664913724,P,2.17,2.19,0.02
430,446,SIL01,0.002853417,0.497175766,S,3.69,3.82,0.13
430,446,SIL01,0.143959074,0.472209713,P,2.35,2.31,-0.04
430,446,SIL04,-0.183192382,0.735382253,S,2.03,2.08,0.05
430,446,SIL04,-0.204962337,0.582790783,P,2.19,2.32,0.13
430,446,NIL10,0.038883453,0.686523422,S,2.52,2.49,-0.03
430,446,NIL10,-0.009729784,0.877140147,P,3.46,3.71,0.25
430,446,SIL02,-0.00448415,0.510319712,S,2.28,2.28,0
430,446,SIL02,-0.038490712,0.700715137,P,2.24,2.35,0.11
430,446,SIL06,-0.049073704,0.692265593,P,2.9,2.65,-0.25
430,446,SIL05,-0.02017164,0.656317674,S,4.52,4.41,-0.11
430,446,SIL05,-0.055627029,0.53761334,P,2.79,2.78,-0.01
430,446,NIL09,0.036658451,0.822985601,P,3.05,3.17,0.12
430,446,NIL08,-0.005166239,0.911304987,S,6.34,6.32,-0.02
430,446,NIL08,0.028105785,0.566118836,P,3.87,3.71,-0.16
430,445,SIL08,0.034393778,0.548538676,P,2.17,2.19,0.02
430,445,SIL04,,,P,3.69,3.82,0.13
430,445,SIL04,-0.00213922,0.719332848,S,2.35,2.31,-0.04
430,445,NIL10,0.002096704,0.856965003,P,2.03,2.08,0.05
430,445,NIL10,0.039995688,0.679699892,S,2.19,2.32,0.13
430,445,SIL02,-0.010453416,0.650550969,S,2.52,2.49,-0.03
430,445,SIL02,0.060523953,0.598655464,P,3.46,3.71,0.25
430,445,NIL08,-0.011267243,0.900597329,S,2.28,2.28,0
430,445,NIL08,-0.21475862,0.575928826,P,2.24,2.35,0.11
430,517,SIL04,-0.028428461,0.616215124,P,2.17,2.19,0.02
430,517,SIL04,-0.024771288,0.666474868,S,3.69,3.82,0.13
430,517,SIL08,-0.002387225,0.682708802,P,2.35,2.31,-0.04
430,517,SIL02,-0.022334234,0.553011401,S,2.03,2.08,0.05
430,517,SIL02,-0.142396401,0.56950898,P,2.19,2.32,0.13
430,517,NIL10,0.010001296,0.857870074,P,2.52,2.49,-0.03
430,517,SIL05,-0.032323203,0.710679537,S,3.46,3.71,0.25
430,517,SIL05,-0.011467269,0.291087453,P,2.28,2.28,0
430,436,SIL01,-0.109744592,0.48963877,P,2.17,2.19,0.02
430,436,SIL04,-0.054523623,0.556941532,P,3.69,3.82,0.13
430,436,SIL08,-0.16161325,0.649065974,P,2.35,2.31,-0.04
430,436,SIL02,-0.000376483,0.677146751,S,2.03,2.08,0.05
430,436,SIL02,-0.032455861,0.639735805,P,2.19,2.32,0.13
430,436,NIL10,-0.0599808,0.549404363,S,2.52,2.49,-0.03
430,436,NIL10,0.003487339,0.893306831,P,3.46,3.71,0.25
430,436,SIL05,0.043338074,0.527733362,P,2.28,2.28,0
430,436,SIL05,-0.015070221,0.506002837,S,2.24,2.35,0.11
430,421,SIL01,0.149732913,0.605853579,S,2.17,2.19,0.02
430,421,SIL01,0.097983877,0.391532065,P,3.69,3.82,0.13
430,421,SIL04,-0.141599289,0.318109957,S,2.35,2.31,-0.04
430,421,SIL04,-0.095443542,0.748899993,P,2.03,2.08,0.05
430,421,SIL08,0.018875764,0.527922825,P,2.19,2.32,0.13
430,421,NIL10,0.056313791,0.854960571,P,2.52,2.49,-0.03
430,421,NIL10,-0.128897639,0.413951248,S,3.46,3.71,0.25
430,421,SIL02,0.097547935,0.501998285,S,2.28,2.28,0
430,421,SIL02,-0.07669361,0.723379513,P,2.24,2.35,0.11
430,421,SIL06,-0.028782166,0.830412519,S,2.9,2.65,-0.25
430,421,SIL06,0.019655107,0.861026189,P,4.52,4.41,-0.11
430,421,SIL05,-0.011548903,0.602581417,S,2.79,2.78,-0.01
430,421,SIL05,-0.083820261,0.581034322,P,3.05,3.17,0.12
430,421,SIL03,0.07080043,0.600142974,S,6.34,6.32,-0.02
430,421,SIL03,0.006180206,0.659131521,P,3.87,3.71,-0.16
430,421,NIL09,0.03925757,0.786468142,P,3.41,3.41,0
430,421,NIL08,0.170177858,0.502641161,S,4.19,3.76,-0.43
430,421,NIL08,0.053754509,0.625267259,P,2.03,2.03,0
430,421,NIL06,-0.01561324,0.850357074,S,2.35,2.28,-0.07
430,421,NIL06,0.019444257,0.510461198,P,3.69,3.82,0.13
430,421,NIL03,-0.144662861,0.213786258,P,2.19,2.16,-0.03
430,437,SIL04,-0.145491788,0.443793573,P,2.17,2.19,0.02
430,437,SIL08,-0.14525373,0.624827033,P,3.69,3.82,0.13
430,437,SIL02,-0.039804026,0.659201412,P,2.35,2.31,-0.04
430,437,SIL02,0.017584076,0.544930927,S,2.03,2.08,0.05
430,437,NIL10,0.121692091,0.516180333,S,2.19,2.32,0.13
430,437,NIL10,0.011830269,0.837578181,P,2.52,2.49,-0.03
430,437,SIL05,0.042593707,0.452754126,P,3.46,3.71,0.25
430,437,SIL05,-0.014776543,0.487269667,S,2.28,2.28,0
430,437,SIL03,-0.14697359,0.543336417,P,2.24,2.35,0.11
430,465,SIL01,0.071741741,0.450633002,S,2.17,2.19,0.02
430,465,SIL01,-0.081378017,0.510666689,P,3.69,3.82,0.13
430,465,SIL04,-0.027725962,0.609120723,S,2.35,2.31,-0.04
430,465,SIL04,0.002231523,0.639532971,P,2.03,2.08,0.05
430,465,SIL08,0.013160043,0.525127124,P,2.19,2.32,0.13
430,465,SIL02,-0.085364299,0.721819846,P,2.52,2.49,-0.03
430,465,SIL02,-0.064336084,0.600969238,S,3.46,3.71,0.25
430,465,NIL10,0.000509445,0.563038797,P,2.28,2.28,0
430,465,SIL03,-0.032586489,0.487231351,P,2.24,2.35,0.11
430,465,SIL05,0.03279257,0.543692159,P,2.9,2.65,-0.25
430,465,SIL05,-0.05029601,0.607323826,S,4.52,4.41,-0.11
430,465,SIL06,-0.078453444,0.77428338,P,2.79,2.78,-0.01
430,465,SIL06,-0.009524424,0.6068861,S,3.05,3.17,0.12
430,465,NIL09,-0.062127768,0.590239983,P,6.34,6.32,-0.02
430,465,NIL08,-0.020762708,0.633552698,P,3.87,3.71,-0.16
430,465,NIL06,0.001592074,0.478919349,P,3.41,3.41,0
430,501,SIL01,0.018533546,0.477237531,S,2.17,2.19,0.02
430,501,SIL01,0.18261615,0.500355481,P,3.69,3.82,0.13
430,501,SIL04,0.048638041,0.43030092,S,2.35,2.31,-0.04
430,501,SIL04,-0.010597814,0.539062698,P,2.03,2.08,0.05
430,501,SIL02,0.072463227,0.482277411,S,2.19,2.32,0.13
430,501,SIL02,0.014674437,0.460229892,P,2.52,2.49,-0.03
430,501,NIL10,0.012564846,0.631114628,S,3.46,3.71,0.25
430,501,NIL10,0.023602729,0.476604452,P,2.28,2.28,0
430,501,SIL08,-0.11833122,0.511908818,P,2.24,2.35,0.11
430,464,SIL01,0.005477108,0.433404578,S,2.17,2.19,0.02
430,464,SIL01,0.11365505,0.494414019,P,3.69,3.82,0.13
430,464,SIL04,-0.151084599,0.451025314,P,2.35,2.31,-0.04
430,464,SIL04,0.013010447,0.720742316,S,2.03,2.08,0.05
430,464,SIL02,-0.003881108,0.611890844,S,2.19,2.32,0.13
430,464,SIL02,0.015622401,0.756456869,P,2.52,2.49,-0.03
430,464,NIL10,-0.002809182,0.835959658,S,3.46,3.71,0.25
430,464,NIL10,0.112739565,0.61199701,P,2.28,2.28,0
430,464,SIL08,-0.121081518,0.648156302,P,2.24,2.35,0.11
430,464,SIL03,-0.026694446,0.604564322,P,2.9,2.65,-0.25
430,464,SIL05,-0.066921656,0.590182301,P,4.52,4.41,-0.11
430,464,SIL05,0.084740125,0.774960103,S,2.79,2.78,-0.01
430,464,SIL06,-0.013880984,0.772413147,P,3.05,3.17,0.12
430,464,NIL08,0.021707234,0.686432599,P,6.34,6.32,-0.02
430,464,NIL08,0.000974677,0.789282586,S,3.87,3.71,-0.16
430,464,NIL06,0.023444093,0.591289926,S,3.41,3.41,0
430,464,NIL06,-0.018106304,0.581939461,P,4.19,3.76,-0.43
431,433,SIL01,,,P,2.17,2.19,0.02
431,433,SIL01,-0.084619559,0.595649112,S,3.69,3.82,0.13
431,433,SIL02,0.085358806,0.711696036,S,2.35,2.31,-0.04
431,433,SIL02,-0.01245506,0.843204023,P,2.03,2.08,0.05
431,433,NIL10,-0.047937342,0.657591136,P,2.19,2.32,0.13
431,433,NIL10,-0.109081939,0.669251449,S,2.52,2.49,-0.03
431,433,SIL08,0.030931924,0.854932132,P,3.46,3.71,0.25
431,432,SIL01,0.027719907,0.573042867,P,2.17,2.19,0.02
431,432,SIL01,-0.103415591,0.416707965,S,3.69,3.82,0.13
431,432,SIL02,0.052955659,0.742408344,S,2.35,2.31,-0.04
431,432,SIL02,0.008336527,0.871118838,P,2.03,2.08,0.05
431,432,NIL10,-0.026388611,0.797010591,P,2.19,2.32,0.13
431,432,NIL10,-0.108164817,0.817486645,S,2.52,2.49,-0.03
431,432,SIL08,-0.02875256,0.895434081,P,3.46,3.71,0.25
431,503,SIL01,-0.084164779,0.410913035,P,2.17,2.19,0.02
431,503,SIL01,-0.086612914,0.50253638,S,3.69,3.82,0.13
431,503,SIL02,0.040674615,0.657118181,P,2.35,2.31,-0.04
431,503,SIL02,-0.022181312,0.462274261,S,2.03,2.08,0.05
431,503,NIL10,-0.007584233,0.551794219,P,2.19,2.32,0.13
431,503,SIL08,0.045787381,0.655153806,S,2.52,2.49,-0.03
431,503,SIL08,0.010864869,0.918129863,P,3.46,3.71,0.25
431,450,SIL01,-0.001769754,0.823283214,P,2.17,2.19,0.02
431,450,SIL01,-0.111648518,0.240657942,S,3.69,3.82,0.13
431,450,SIL02,-0.018081201,0.496292455,P,2.35,2.31,-0.04
431,450,SIL02,-0.101320512,0.440779415,S,2.03,2.08,0.05
431,450,NIL10,-0.140060234,0.71480508,P,2.19,2.32,0.13
431,450,SIL08,0.111960534,0.625227234,S,2.52,2.49,-0.03
431,450,SIL08,0.094613812,0.751646811,P,3.46,3.71,0.25
431,464,SIL01,-0.089814868,0.383480051,P,2.17,2.19,0.02
431,464,SIL01,-0.179381288,0.46786775,S,3.69,3.82,0.13
431,464,SIL02,0.212800748,0.421644625,S,2.35,2.31,-0.04
431,464,SIL02,-0.0310703,0.552153245,P,2.03,2.08,0.05
431,464,NIL10,0.000844708,0.790133177,P,2.19,2.32,0.13
431,464,NIL10,-0.030145379,0.773527559,S,2.52,2.49,-0.03
431,464,SIL08,0.015123527,0.881527199,P,3.46,3.71,0.25
431,501,SIL01,0.042135689,0.690779888,P,2.17,2.19,0.02
431,501,SIL01,-0.139452528,0.33727481,S,3.69,3.82,0.13
431,501,SIL02,-0.012637184,0.555444983,S,2.35,2.31,-0.04
431,501,SIL02,0.043568997,0.602511372,P,2.03,2.08,0.05
431,501,NIL10,-0.166731426,0.406196393,P,2.19,2.32,0.13
431,501,NIL10,-0.015957099,0.567767708,S,2.52,2.49,-0.03
431,501,SIL08,0.011724069,0.723421656,P,3.46,3.71,0.25
431,465,SIL01,-0.091676697,0.525995499,P,2.17,2.19,0.02
431,465,SIL01,-0.082666515,0.564820782,S,3.69,3.82,0.13
431,465,SIL02,-0.043656995,0.757969125,P,2.35,2.31,-0.04
431,465,SIL02,0.15869211,0.461647715,S,2.03,2.08,0.05
431,465,NIL10,-0.026144282,0.680255218,P,2.19,2.32,0.13
431,465,SIL08,-0.007948188,0.82698506,P,2.52,2.49,-0.03
431,466,SIL02,-0.14804758,0.530971257,P,2.17,2.19,0.02
431,466,SIL02,0.119151723,0.509125169,S,3.69,3.82,0.13
431,466,NIL10,-0.023561385,0.651575037,P,2.35,2.31,-0.04
431,466,SIL01,0.009897897,0.346643864,S,2.03,2.08,0.05
431,466,SIL01,-0.142246541,0.58123068,P,2.19,2.32,0.13
431,466,SIL08,-0.025718361,0.766521928,S,2.52,2.49,-0.03
431,466,SIL08,0.173377565,0.573598318,P,3.46,3.71,0.25
431,437,SIL02,-0.039500254,0.493083367,S,2.17,2.19,0.02
431,437,SIL02,-0.006608081,0.820392318,P,3.69,3.82,0.13
431,437,NIL10,-0.102756572,0.593094368,P,2.35,2.31,-0.04
431,437,NIL10,-0.059439071,0.509703683,S,2.03,2.08,0.05
431,437,SIL08,0.125740514,0.565825012,S,2.19,2.32,0.13
431,437,SIL08,-0.01283113,0.891436749,P,2.52,2.49,-0.03
431,436,SIL01,-0.119173999,0.285903812,P,2.17,2.19,0.02
431,436,SIL02,-0.059336076,0.571419675,S,3.69,3.82,0.13
431,436,SIL02,0.000423288,0.825275036,P,2.35,2.31,-0.04
431,436,NIL10,-0.111780214,0.634314,P,2.03,2.08,0.05
431,436,NIL10,-0.086066047,0.593912163,S,2.19,2.32,0.13
431,436,SIL08,-0.031355518,0.707363582,P,2.52,2.49,-0.03
431,532,SIL01,0.100310769,0.443603069,P,2.17,2.19,0.02
431,532,SIL01,-0.082573136,0.449687782,S,3.69,3.82,0.13
431,532,SIL02,-0.136057354,0.41196094,S,2.35,2.31,-0.04
431,532,SIL02,0.053604693,0.695840579,P,2.03,2.08,0.05
431,532,NIL10,-0.107321131,0.679470547,P,2.19,2.32,0.13
431,532,NIL10,-0.05223272,0.673366391,S,2.52,2.49,-0.03
431,532,SIL08,0.124697362,0.580750245,P,3.46,3.71,0.25
431,518,SIL01,0.076021592,0.51646659,P,2.17,2.19,0.02
431,518,SIL02,-0.046168722,0.585990886,S,3.69,3.82,0.13
431,518,SIL02,-0.006280621,0.905994718,P,2.35,2.31,-0.04
431,518,NIL10,-0.025175781,0.520254982,P,2.03,2.08,0.05
431,518,NIL10,-0.019291338,0.511252332,S,2.19,2.32,0.13
431,518,SIL08,0.025053101,0.830482754,P,2.52,2.49,-0.03
431,447,SIL01,0.144487335,0.388564029,P,2.17,2.19,0.02
431,447,SIL01,0.038198159,0.428523816,S,3.69,3.82,0.13
431,447,SIL02,-0.015952776,0.628264904,S,2.35,2.31,-0.04
431,447,SIL02,-0.166997126,0.339403448,P,2.03,2.08,0.05
431,447,NIL10,-0.108032448,0.574967332,P,2.19,2.32,0.13
431,447,NIL10,-0.058509474,0.652703172,S,2.52,2.49,-0.03
431,447,SIL08,0.134357364,0.658806744,P,3.46,3.71,0.25
432,433,SIL01,-0.012819322,0.34249165,P,2.17,2.19,0.02
432,433,SIL01,0.024641456,0.690275727,S,3.69,3.82,0.13
432,433,SIL02,0.034209535,0.87327691,S,2.35,2.31,-0.04
432,433,SIL02,-0.01993432,0.923576249,P,2.03,2.08,0.05
432,433,NIL10,-0.024232656,0.6904287,P,2.19,2.32,0.13
432,433,NIL10,1.59E-06,0.801745434,S,2.52,2.49,-0.03
432,433,SIL08,0.060313255,0.877662098,P,3.46,3.71,0.25
432,450,SIL01,-0.025117651,0.473329352,S,2.17,2.19,0.02
432,450,SIL01,-0.033466398,0.690542928,P,3.69,3.82,0.13
432,450,NIL10,-0.115194748,0.80026447,P,2.35,2.31,-0.04
432,450,SIL02,-0.147890525,0.433236155,S,2.03,2.08,0.05
432,450,SIL02,-0.021748489,0.754748698,P,2.19,2.32,0.13
432,450,SIL08,0.125502814,0.79272061,P,2.52,2.49,-0.03
432,503,SIL01,0.014564227,0.542654219,S,2.17,2.19,0.02
432,503,SIL01,-0.031396382,0.593793497,P,3.69,3.82,0.13
432,503,NIL10,0.019503237,0.597520085,P,2.35,2.31,-0.04
432,503,SIL02,0.151788411,0.535705845,S,2.03,2.08,0.05
432,503,SIL02,0.031536137,0.861704359,P,2.19,2.32,0.13
432,503,SIL08,0.039760273,0.863248792,P,2.52,2.49,-0.03
432,464,SIL01,-0.040579503,0.653706148,P,2.17,2.19,0.02
432,464,SIL01,-0.044737773,0.508028934,S,3.69,3.82,0.13
432,464,SIL02,0.14473861,0.430541336,S,2.35,2.31,-0.04
432,464,SIL02,0.039054737,0.648129762,P,2.03,2.08,0.05
432,464,NIL10,-0.059816988,0.715600593,P,2.19,2.32,0.13
432,464,NIL10,0.07739551,0.809054055,S,2.52,2.49,-0.03
432,464,SIL08,0.044341516,0.76489517,P,3.46,3.71,0.25
432,501,SIL01,0.017115931,0.641693868,P,2.17,2.19,0.02
432,501,SIL01,-0.006697748,0.428027788,S,3.69,3.82,0.13
432,501,SIL02,0.019431509,0.701082198,S,2.35,2.31,-0.04
432,501,SIL02,0.035251697,0.66064246,P,2.03,2.08,0.05
432,501,NIL10,-0.142052149,0.534710852,P,2.19,2.32,0.13
432,501,NIL10,-0.073226312,0.659161789,S,2.52,2.49,-0.03
432,501,SIL08,0.039136793,0.749463256,P,3.46,3.71,0.25
432,465,SIL01,0.045239613,0.684562713,P,2.17,2.19,0.02
432,465,SIL01,0.130799255,0.592656025,S,3.69,3.82,0.13
432,465,SIL02,0.036695131,0.892567974,P,2.35,2.31,-0.04
432,465,SIL02,0.093607247,0.470202446,S,2.03,2.08,0.05
432,465,NIL10,-0.089815299,0.668840462,P,2.19,2.32,0.13
432,465,SIL08,0.020042046,0.818635315,P,2.52,2.49,-0.03
432,466,SIL02,-0.067783514,0.53306792,P,2.17,2.19,0.02
432,466,SIL02,0.069243235,0.521639094,S,3.69,3.82,0.13
432,466,NIL10,0.000307947,0.702902168,P,2.35,2.31,-0.04
432,466,SIL01,-0.05541306,0.474368215,S,2.03,2.08,0.05
432,466,SIL01,-0.004255275,0.726437392,P,2.19,2.32,0.13
432,466,SIL08,0.115327983,0.701440652,P,2.52,2.49,-0.03
432,436,SIL01,0.02270748,0.526707725,P,2.17,2.19,0.02
432,436,SIL02,0.094571988,0.516186407,S,3.69,3.82,0.13
432,436,SIL02,-0.007809661,0.937783637,P,2.35,2.31,-0.04
432,436,NIL10,-0.16575438,0.616101499,P,2.03,2.08,0.05
432,436,NIL10,0.016063779,0.559190352,S,2.19,2.32,0.13
432,436,SIL08,-0.002905461,0.534818991,P,2.52,2.49,-0.03
432,532,SIL01,0.070753594,0.49120004,P,2.17,2.19,0.02
432,532,SIL01,-0.042700477,0.364316926,S,3.69,3.82,0.13
432,532,SIL02,-0.030630387,0.428032548,S,2.35,2.31,-0.04
432,532,SIL02,0.044648734,0.843260721,P,2.03,2.08,0.05
432,532,NIL10,-0.08372909,0.716171047,P,2.19,2.32,0.13
432,532,NIL10,0.061388353,0.721167543,S,2.52,2.49,-0.03
432,532,SIL08,0.156204694,0.552864445,P,3.46,3.71,0.25
432,518,SIL01,0.130666683,0.641038658,P,2.17,2.19,0.02
432,518,SIL02,-0.099546113,0.4854853,S,3.69,3.82,0.13
432,518,SIL02,-0.015068952,0.904717579,P,2.35,2.31,-0.04
432,518,NIL10,-0.001005955,0.475927154,P,2.03,2.08,0.05
432,518,NIL10,-0.055193124,0.565254012,S,2.19,2.32,0.13
432,518,SIL08,0.053661922,0.844299536,P,2.52,2.49,-0.03
432,456,SIL01,0.034690915,0.773794787,P,2.17,2.19,0.02
432,456,SIL02,-0.141718307,0.473844873,S,3.69,3.82,0.13
432,456,SIL02,0.03559573,0.886118606,P,2.35,2.31,-0.04
432,456,NIL10,0.005362456,0.705427621,P,2.03,2.08,0.05
432,456,NIL10,0.110003247,0.678234588,S,2.19,2.32,0.13
432,456,SIL08,0.058850394,0.855765236,P,2.52,2.49,-0.03
432,430,SIL01,0.127360861,0.469050966,P,2.17,2.19,0.02
432,430,SIL01,0.05795936,0.453710687,S,3.69,3.82,0.13
432,430,NIL10,-0.091096974,0.619551424,P,2.35,2.31,-0.04
432,430,NIL10,0.080913428,0.79225104,S,2.03,2.08,0.05
432,430,SIL02,0.089833923,0.60363682,S,2.19,2.32,0.13
432,430,SIL02,0.124067445,0.664537892,P,2.52,2.49,-0.03
432,430,SIL08,0.162881593,0.706360364,P,3.46,3.71,0.25
433,450,SIL01,-0.052995285,0.510547334,S,2.17,2.19,0.02
433,450,SIL01,0.052623666,0.388849084,P,3.69,3.82,0.13
433,450,NIL10,-0.0147672,0.833938594,P,2.35,2.31,-0.04
433,450,SIL02,-0.180107971,0.39148915,S,2.03,2.08,0.05
433,450,SIL02,-0.004507554,0.717189297,P,2.19,2.32,0.13
433,450,SIL08,0.063914962,0.812850712,P,2.52,2.49,-0.03
433,503,SIL01,0.050983677,0.544797362,P,2.17,2.19,0.02
433,503,SIL01,0.103689678,0.565449695,S,3.69,3.82,0.13
433,503,SIL02,0.050917338,0.810236671,P,2.35,2.31,-0.04
433,503,SIL02,0.043410789,0.628800876,S,2.03,2.08,0.05
433,503,NIL10,0.050015905,0.492806156,P,2.19,2.32,0.13
433,503,SIL08,-0.019501629,0.772800737,P,2.52,2.49,-0.03
433,464,SIL01,-0.029616425,0.577161196,P,2.17,2.19,0.02
433,464,SIL01,0.006101185,0.478851148,S,3.69,3.82,0.13
433,464,SIL02,0.112805711,0.361919687,S,2.35,2.31,-0.04
433,464,SIL02,0.059150703,0.613736202,P,2.03,2.08,0.05
433,464,NIL10,0.044466522,0.784652246,P,2.19,2.32,0.13
433,464,NIL10,0.082799473,0.708133172,S,2.52,2.49,-0.03
433,464,SIL08,-0.016446618,0.756749127,P,3.46,3.71,0.25
433,501,SIL01,0.104140694,0.359243763,P,2.17,2.19,0.02
433,501,SIL01,-0.028699403,0.505981709,S,3.69,3.82,0.13
433,501,SIL02,-0.016283232,0.584731387,S,2.35,2.31,-0.04
433,501,SIL02,0.054086504,0.598473557,P,2.03,2.08,0.05
433,501,NIL10,-0.115699034,0.538010124,P,2.19,2.32,0.13
433,501,NIL10,-0.073581659,0.55038048,S,2.52,2.49,-0.03
433,501,SIL08,-0.018225447,0.707178976,P,3.46,3.71,0.25
433,465,SIL01,-0.030075576,0.472282148,P,2.17,2.19,0.02
433,465,SIL01,0.00900484,0.741955959,S,3.69,3.82,0.13
433,465,SIL02,0.0562327,0.839700315,P,2.35,2.31,-0.04
433,465,SIL02,-0.015786749,0.443826866,S,2.03,2.08,0.05
433,465,NIL10,-0.062694946,0.721935749,P,2.19,2.32,0.13
433,465,SIL08,-0.037891721,0.716558461,P,2.52,2.49,-0.03
433,466,SIL02,0.039824145,0.463539659,P,2.17,2.19,0.02
433,466,SIL02,0.034589957,0.528115779,S,3.69,3.82,0.13
433,466,NIL10,0.026968462,0.643456001,P,2.35,2.31,-0.04
433,466,SIL01,0.101174045,0.46622192,S,2.03,2.08,0.05
433,466,SIL01,-0.144540463,0.415080202,P,2.19,2.32,0.13
433,466,SIL08,0.141387008,0.637236595,P,2.52,2.49,-0.03
433,436,SIL01,-0.129361591,0.435495978,P,2.17,2.19,0.02
433,436,SIL02,-0.143992864,0.436812797,S,3.69,3.82,0.13
433,436,SIL02,0.012171804,0.880653631,P,2.35,2.31,-0.04
433,436,NIL10,-0.063779516,0.789796102,P,2.03,2.08,0.05
433,436,NIL10,0.008220635,0.494087748,S,2.19,2.32,0.13
433,436,SIL08,-0.060503059,0.657191323,P,2.52,2.49,-0.03
433,532,SIL01,-0.114713542,0.385251476,P,2.17,2.19,0.02
433,532,SIL01,0.109032719,0.596927699,S,3.69,3.82,0.13
433,532,SIL02,-0.062925653,0.397340578,S,2.35,2.31,-0.04
433,532,SIL02,0.064639648,0.790127902,P,2.03,2.08,0.05
433,532,NIL10,-0.059297736,0.818198942,P,2.19,2.32,0.13
433,532,NIL10,0.058124729,0.631385243,S,2.52,2.49,-0.03
433,532,SIL08,0.094137095,0.575282229,P,3.46,3.71,0.25
433,518,SIL01,0.134154288,0.383974533,P,2.17,2.19,0.02
433,518,SIL02,-0.05329796,0.636806875,S,3.69,3.82,0.13
433,518,SIL02,0.005766554,0.880898228,P,2.35,2.31,-0.04
433,518,NIL10,0.017127839,0.502432219,P,2.03,2.08,0.05
433,518,NIL10,-0.062977634,0.661169454,S,2.19,2.32,0.13
433,518,SIL08,-0.005447858,0.87504207,P,2.52,2.49,-0.03
433,456,SIL01,-0.122785788,0.405078722,P,2.17,2.19,0.02
433,456,SIL02,-0.174910295,0.368197467,S,3.69,3.82,0.13
433,456,SIL02,0.055146438,0.855515023,P,2.35,2.31,-0.04
433,456,NIL10,0.029198082,0.908963487,P,2.03,2.08,0.05
433,456,NIL10,0.112700954,0.720947931,S,2.19,2.32,0.13
433,456,SIL08,-0.000603632,0.918859805,P,2.52,2.49,-0.03
433,447,SIL01,-0.064180604,0.365943839,P,2.17,2.19,0.02
433,447,SIL01,0.130592695,0.490359372,S,3.69,3.82,0.13
433,447,SIL02,-0.109076168,0.343898014,S,2.35,2.31,-0.04
433,447,SIL02,0.099350589,0.51540729,P,2.03,2.08,0.05
433,447,NIL10,-0.057222472,0.758280105,P,2.19,2.32,0.13
433,447,NIL10,0.143021859,0.353146899,S,2.52,2.49,-0.03
433,447,SIL08,0.102804353,0.733565516,P,3.46,3.71,0.25
434,476,NIL06,0.003222439,0.913888664,P,2.17,2.19,0.02
434,476,NIL05,-0.028642626,0.599307495,P,3.69,3.82,0.13
434,476,NIL05,0.098642502,0.510377409,S,2.35,2.31,-0.04
434,476,NIL03,0.030744902,0.839043508,P,2.03,2.08,0.05
434,476,NIL03,0.043127969,0.46032212,S,2.19,2.32,0.13
434,476,NIL09,0.112719113,0.419149675,S,2.52,2.49,-0.03
434,476,NIL09,0.034116682,0.735315044,P,3.46,3.71,0.25
434,476,NIL08,-0.013870749,0.858267659,P,2.28,2.28,0
434,476,NIL08,0.022622669,0.708225266,S,2.24,2.35,0.11
434,476,NIL04,-0.099768284,0.514811227,P,2.9,2.65,-0.25
434,476,SIL02,0.096796763,0.50273501,S,4.52,4.41,-0.11
434,476,SIL02,0.044178489,0.546006655,P,2.79,2.78,-0.01
434,476,NIL10,0.008945407,0.599904098,P,3.05,3.17,0.12
434,474,NIL06,0.02783768,0.857051627,P,2.17,2.19,0.02
434,474,NIL05,-0.093921529,0.535155211,P,3.69,3.82,0.13
434,474,NIL05,-0.028971818,0.388721104,S,2.35,2.31,-0.04
434,474,NIL03,-0.085017014,0.473460766,S,2.03,2.08,0.05
434,474,NIL03,0.042760544,0.847715288,P,2.19,2.32,0.13
434,474,NIL09,0.063073218,0.740484144,P,2.52,2.49,-0.03
434,474,NIL08,-0.044541925,0.757642819,P,3.46,3.71,0.25
434,474,NIL08,0.032771876,0.761192173,S,2.28,2.28,0
434,474,NIL04,-0.052706937,0.592473084,P,2.24,2.35,0.11
434,474,SIL02,0.033501355,0.904566799,S,2.9,2.65,-0.25
434,474,SIL02,0.014070713,0.724962395,P,4.52,4.41,-0.11
434,474,NIL10,0.020843096,0.854355139,S,2.79,2.78,-0.01
434,474,NIL10,-0.000214987,0.578998446,P,3.05,3.17,0.12
434,475,NIL06,0.003683653,0.951584798,P,2.17,2.19,0.02
434,475,NIL05,-0.142415811,0.344504787,S,3.69,3.82,0.13
434,475,NIL05,0.019409716,0.60240634,P,2.35,2.31,-0.04
434,475,NIL03,0.015428616,0.455444649,P,2.03,2.08,0.05
434,475,NIL09,0.138996789,0.450614736,S,2.19,2.32,0.13
434,475,NIL09,0.045323329,0.761099768,P,2.52,2.49,-0.03
434,475,NIL08,0.001828785,0.959065793,S,3.46,3.71,0.25
434,475,NIL08,-0.011331619,0.921707328,P,2.28,2.28,0
434,475,NIL04,4.56E-05,0.762800114,P,2.24,2.35,0.11
434,475,SIL02,0.04683351,0.643088257,P,2.9,2.65,-0.25
434,475,NIL10,0.036504306,0.56336837,S,4.52,4.41,-0.11
434,475,NIL10,0.000694315,0.598730614,P,2.79,2.78,-0.01
434,527,NIL06,0.004187485,0.451405841,P,2.17,2.19,0.02
