master,pair,station,lagtime,coefficient,phase,ttmaster,ttpair,dt
447,473,SIL01,-0.088020824,0.461359371,P,3.69,3.82,0.13
447,473,SIL08,0.003892272,0.892886414,P,2.35,2.31,-0.04
447,473,SIL04,0.006045056,0.565836061,P,2.03,2.08,0.05
447,473,SIL07,0.06441163,0.689218171,P,2.19,2.32,0.13
447,473,NIL10,0.080890666,0.643884662,P,2.52,2.49,-0.03
447,473,NIL10,-0.101751104,0.419666,S,3.46,3.71,0.25
447,473,SIL02,-0.028153613,0.433390199,P,2.28,2.28,0
447,473,SIL02,-0.023430712,0.698946432,S,2.24,2.35,0.11
447,473,SIL06,0.02692426,0.513206363,P,2.9,2.65,-0.25
447,473,SIL05,-0.077681516,0.488686797,P,4.52,4.41,-0.11
447,473,SIL03,-0.141284193,0.534820322,P,2.79,2.78,-0.01
447,473,NIL08,0.05535172,0.807903718,S,3.05,3.17,0.12
447,473,NIL08,0.10069743,0.53215192,P,6.34,6.32,-0.02
447,517,SIL04,0.15683456,0.567027107,P,2.17,2.19,0.02
447,517,SIL04,0.067428981,0.587788839,S,3.69,3.82,0.13
447,517,SIL08,-0.003229577,0.641283762,P,2.35,2.31,-0.04
447,517,SIL02,0.063048203,0.575196864,S,2.03,2.08,0.05
447,517,SIL02,0.056767577,0.38279183,P,2.19,2.32,0.13
447,517,NIL10,-0.000127718,0.806346408,P,2.52,2.49,-0.03
447,517,SIL07,-0.107049663,0.797098981,P,3.46,3.71,0.25
447,517,SIL05,-0.107951588,0.483913946,S,2.28,2.28,0
447,517,SIL05,0.005068309,0.513665286,P,2.24,2.35,0.11
447,421,SIL01,-0.052091149,0.34495903,S,2.17,2.19,0.02
447,421,SIL01,0.031623491,0.400694407,P,3.69,3.82,0.13
447,421,SIL04,0.138822974,0.20161136,S,2.35,2.31,-0.04
447,421,SIL04,0.090601279,0.440476818,P,2.03,2.08,0.05
447,421,SIL08,-0.095126517,0.428590211,P,2.19,2.32,0.13
447,421,SIL02,-0.026196864,0.709693467,P,2.52,2.49,-0.03
447,421,SIL02,0.020889006,0.655725013,S,3.46,3.71,0.25
447,421,NIL10,0.105729255,0.301663649,S,2.28,2.28,0
447,421,NIL10,0.045535114,0.701433243,P,2.24,2.35,0.11
447,421,SIL07,0.02046511,0.694289572,P,2.9,2.65,-0.25
447,421,SIL06,-0.073319262,0.337119858,P,4.52,4.41,-0.11
447,421,SIL05,0.016953983,0.506636146,P,2.79,2.78,-0.01
447,421,SIL05,0.085123858,0.317015896,S,3.05,3.17,0.12
447,421,SIL03,-0.090605065,0.587400702,P,6.34,6.32,-0.02
447,421,NIL09,0.001236348,0.569550839,P,3.87,3.71,-0.16
447,421,NIL08,0.011950293,0.701436691,P,3.41,3.41,0
447,421,NIL08,0.140368566,0.483772928,S,4.19,3.76,-0.43
447,421,NIL07,-0.096417501,0.496179211,P,2.03,2.03,0
447,421,NIL06,0.000574872,0.48315158,P,2.35,2.28,-0.07
447,421,NIL06,0.090036945,0.644847203,S,3.69,3.82,0.13
447,421,NIL04,0.067930447,0.486181205,S,2.19,2.16,-0.03
447,421,NIL04,0.113159408,0.449898846,P,2.52,2.48,-0.04
447,421,NIL03,-0.018959822,0.48959042,P,4.33,4.21,-0.12
447,421,NIL01,0.003984368,0.80083534,P,3.46,3.56,0.1
447,421,NIL02,0.046759202,0.688047915,P,2.28,2.2,-0.08
447,465,SIL01,-0.073470109,0.408129012,P,2.17,2.19,0.02
447,465,SIL01,-0.035354093,0.335179843,S,3.69,3.82,0.13
447,465,SIL04,0.040924018,0.474364449,P,2.35,2.31,-0.04
447,465,SIL04,-0.040170948,0.655757352,S,2.03,2.08,0.05
447,465,SIL08,-0.141248238,0.505031418,P,2.19,2.32,0.13
447,465,SIL02,-0.045046904,0.501350247,P,2.52,2.49,-0.03
447,465,SIL02,0.179915022,0.540718061,S,3.46,3.71,0.25
447,465,NIL10,-0.00846931,0.555026113,P,2.28,2.28,0
447,465,SIL05,-0.122098721,0.457175215,S,2.24,2.35,0.11
447,465,SIL05,0.15942862,0.474366055,P,2.9,2.65,-0.25
447,465,SIL06,-0.179330114,0.397659076,P,4.52,4.41,-0.11
447,465,SIL03,0.082657395,0.492616195,P,2.79,2.78,-0.01
447,465,SIL07,-0.007947706,0.771444154,P,3.05,3.17,0.12
447,465,NIL09,0.037581379,0.557947752,P,6.34,6.32,-0.02
447,465,NIL08,0.060583869,0.519256973,P,3.87,3.71,-0.16
447,465,NIL07,0.008711229,0.489419114,P,3.41,3.41,0
447,465,NIL06,-0.015927363,0.665560657,P,4.19,3.76,-0.43
447,465,NIL04,0.081563658,0.566781767,P,2.03,2.03,0
447,501,SIL01,-0.028087415,0.426431185,S,2.17,2.19,0.02
447,501,SIL01,0.062488244,0.331972922,P,3.69,3.82,0.13
447,501,SIL04,-0.058208911,0.46579436,S,2.35,2.31,-0.04
447,501,SIL04,0.178979379,0.394495215,P,2.03,2.08,0.05
447,501,SIL02,-3.32E-05,0.411217231,S,2.19,2.32,0.13
447,501,SIL02,0.036990024,0.50493143,P,2.52,2.49,-0.03
447,501,SIL08,-0.046742581,0.476512227,P,3.46,3.71,0.25
447,501,NIL10,-0.110099235,0.584826358,S,2.28,2.28,0
447,501,NIL10,0.011527637,0.457973712,P,2.24,2.35,0.11
447,464,SIL01,,,S,2.17,2.19,0.02
447,464,SIL01,-0.150383238,0.430991519,P,3.69,3.82,0.13
447,464,SIL04,0.003448868,0.795091634,S,2.35,2.31,-0.04
447,464,SIL04,-0.056930479,0.570673984,P,2.03,2.08,0.05
447,464,SIL02,0.089644872,0.569112192,S,2.19,2.32,0.13
447,464,SIL02,-0.05199172,0.460814765,P,2.52,2.49,-0.03
447,464,NIL10,-0.052687855,0.623402177,S,3.46,3.71,0.25
447,464,NIL10,0.102825079,0.554874217,P,2.28,2.28,0
447,464,SIL08,-0.119678019,0.564851117,P,2.24,2.35,0.11
447,464,SIL03,0.005660136,0.527417366,P,2.9,2.65,-0.25
447,464,SIL05,0.008238538,0.787073097,S,4.52,4.41,-0.11
447,464,SIL05,0.049201444,0.667553867,P,2.79,2.78,-0.01
447,464,SIL06,0.190029352,0.3875916,P,3.05,3.17,0.12
447,464,SIL07,-0.080050478,0.478441405,P,6.34,6.32,-0.02
447,464,NIL08,0.012634991,0.412179663,P,3.87,3.71,-0.16
447,464,NIL08,-0.026505023,0.758414018,S,3.41,3.41,0
447,464,NIL07,-0.118804116,0.460251267,P,4.19,3.76,-0.43
447,464,NIL06,-0.042756569,0.682136958,S,2.03,2.03,0
447,464,NIL06,-0.037950835,0.690357476,P,2.35,2.28,-0.07
447,464,NIL04,0.053730031,0.575165946,S,3.69,3.82,0.13
447,464,NIL04,0.137994123,0.556157648,P,2.19,2.16,-0.03
448,451,NIL09,-0.041846112,0.76392376,S,2.17,2.19,0.02
448,451,NIL09,0.054334593,0.866516481,P,3.69,3.82,0.13
448,451,NIL08,-0.012517532,0.883734116,P,2.35,2.31,-0.04
448,451,NIL08,0.005598173,0.949802555,S,2.03,2.08,0.05
448,451,NIL07,-0.038479599,0.439944914,P,2.19,2.32,0.13
448,451,SIL03,-0.013092369,0.983691257,P,2.52,2.49,-0.03
448,451,SIL03,0.098604916,0.648023973,S,3.46,3.71,0.25
448,451,SIL02,-0.000767381,0.979632559,P,2.28,2.28,0
448,451,NIL10,-0.054391278,0.545665329,P,2.24,2.35,0.11
448,451,NIL06,-0.026930231,0.699922001,S,2.9,2.65,-0.25
448,451,NIL06,-0.097844334,0.436612718,P,4.52,4.41,-0.11
448,451,NIL03,0.010811979,0.657684124,S,2.79,2.78,-0.01
448,451,NIL03,0.000746839,0.949836843,P,3.05,3.17,0.12
448,451,NIL04,0.007954045,0.957808757,P,6.34,6.32,-0.02
448,451,SIL05,-0.015790525,0.912901411,P,3.87,3.71,-0.16
448,451,NIL02,-0.035897312,0.954075147,P,3.41,3.41,0
448,451,NIL02,-0.076142168,0.476556954,S,4.19,3.76,-0.43
448,451,NIL01,-0.138557953,0.831057496,S,2.03,2.03,0
448,451,NIL01,-0.084729871,0.753157562,P,2.35,2.28,-0.07
448,449,NIL09,-0.004519359,0.92232987,S,2.17,2.19,0.02
448,449,NIL09,0.034154554,0.84749196,P,3.69,3.82,0.13
448,449,NIL07,-0.025261147,0.745254429,P,2.35,2.31,-0.04
448,449,NIL08,-0.035446473,0.941939667,S,2.03,2.08,0.05
448,449,NIL08,-0.010997341,0.883484517,P,2.19,2.32,0.13
448,449,NIL05,-0.035137539,0.812875444,S,2.52,2.49,-0.03
448,449,NIL05,-0.022657396,0.70320405,P,3.46,3.71,0.25
448,449,SIL03,0.001156329,0.968365839,P,2.28,2.28,0
448,449,SIL02,0.051524834,0.966479262,P,2.24,2.35,0.11
448,449,NIL10,-0.005781179,0.694772295,P,2.9,2.65,-0.25
448,449,NIL06,-0.011310947,0.62528281,S,4.52,4.41,-0.11
448,449,NIL06,0.066765491,0.76467021,P,2.79,2.78,-0.01
448,449,NIL03,-0.002181855,0.778277949,S,3.05,3.17,0.12
448,449,NIL03,0.01442163,0.942320251,P,6.34,6.32,-0.02
448,449,SIL01,0.175907956,0.540285552,S,3.87,3.71,-0.16
448,449,SIL01,-0.088359639,0.438596548,P,3.41,3.41,0
448,449,NIL04,-0.00593223,0.934094321,P,4.19,3.76,-0.43
448,449,NIL02,-0.01473736,0.903821453,P,2.03,2.03,0
448,449,NIL02,-0.045218333,0.406696912,S,2.35,2.28,-0.07
448,449,NIL01,-0.098428839,0.86190891,S,3.69,3.82,0.13
448,449,NIL01,0.01694598,0.831434797,P,2.19,2.16,-0.03
448,449,SIL08,0.006884515,0.875167502,P,2.52,2.48,-0.04
448,454,NIL09,-0.013901795,0.736708361,P,2.17,2.19,0.02
448,454,NIL09,-0.006874056,0.489085292,S,3.69,3.82,0.13
448,454,SIL03,-0.060600197,0.682301431,P,2.35,2.31,-0.04
448,454,SIL03,-0.105580466,0.284365614,S,2.03,2.08,0.05
448,454,NIL08,0.101974149,0.770214478,P,2.19,2.32,0.13
448,454,NIL07,0.035661415,0.650557442,S,2.52,2.49,-0.03
448,454,NIL07,0.040432569,0.653203198,P,3.46,3.71,0.25
448,454,SIL02,0.022327321,0.935868197,P,2.28,2.28,0
448,454,NIL10,0.002041609,0.587699196,P,2.24,2.35,0.11
448,454,NIL06,0.042951897,0.483624888,P,2.9,2.65,-0.25
448,454,NIL03,-0.102879793,0.415080431,S,4.52,4.41,-0.11
448,454,NIL03,-0.043927317,0.709545179,P,2.79,2.78,-0.01
448,454,NIL04,0.048440227,0.667716299,P,3.05,3.17,0.12
448,454,SIL04,0.068762837,0.61008329,S,6.34,6.32,-0.02
448,454,SIL04,-0.072587658,0.613756327,P,3.87,3.71,-0.16
448,454,SIL05,-0.037396259,0.790316796,P,3.41,3.41,0
448,454,SIL06,-0.014558848,0.88751798,P,4.19,3.76,-0.43
448,454,SIL08,0.048815904,0.796566606,P,2.03,2.03,0
448,454,SIL07,-0.02077284,0.740880417,P,2.35,2.28,-0.07
448,535,NIL07,-0.134449906,0.482536743,P,2.17,2.19,0.02
448,535,NIL07,0.006253018,0.407303676,S,3.69,3.82,0.13
448,535,NIL08,-0.082666181,0.625116105,S,2.35,2.31,-0.04
448,535,NIL08,-0.001858876,0.886194658,P,2.03,2.08,0.05
448,535,NIL09,0.066040589,0.526980698,P,2.19,2.32,0.13
448,535,NIL09,0.030097087,0.355320256,S,2.52,2.49,-0.03
448,535,NIL06,-0.01029072,0.639409503,P,3.46,3.71,0.25
448,535,NIL06,-0.0280843,0.49841816,S,2.28,2.28,0
448,535,NIL03,-0.149535096,0.536764411,S,2.24,2.35,0.11
448,535,NIL03,0.019004365,0.85330715,P,2.9,2.65,-0.25
448,535,SIL03,0.013733971,0.625659687,P,4.52,4.41,-0.11
448,535,NIL10,-0.032853908,0.678374645,P,2.79,2.78,-0.01
448,535,SIL02,0.017101599,0.932854281,P,3.05,3.17,0.12
448,535,NIL04,-0.145399461,0.475827098,P,6.34,6.32,-0.02
448,535,NIL02,-0.02684702,0.724020086,P,3.87,3.71,-0.16
448,535,NIL01,-0.029543733,0.526082621,S,3.41,3.41,0
448,535,NIL01,-0.009698748,0.82795304,P,4.19,3.76,-0.43
448,535,SIL07,0.016666761,0.49075261,P,2.03,2.03,0
449,451,NIL09,-0.037373612,0.807294822,S,2.17,2.19,0.02
449,451,NIL09,0.019340628,0.928725253,P,3.69,3.82,0.13
449,451,NIL07,-0.115156198,0.485604767,P,2.35,2.31,-0.04
449,451,NIL08,0.041427142,0.94830561,S,2.03,2.08,0.05
449,451,NIL08,-0.000778325,0.921882396,P,2.19,2.32,0.13
449,451,SIL03,-0.01441058,0.972245302,P,2.52,2.49,-0.03
449,451,SIL02,-0.052001666,0.96880902,P,3.46,3.71,0.25
449,451,NIL10,0.020020284,0.791125753,P,2.28,2.28,0
449,451,NIL06,-0.023361736,0.785131606,S,2.24,2.35,0.11
449,451,NIL06,-0.170117456,0.50326489,P,2.9,2.65,-0.25
449,451,NIL03,0.012259227,0.921231116,S,4.52,4.41,-0.11
449,451,NIL03,-0.013665043,0.959222512,P,2.79,2.78,-0.01
449,451,NIL04,0.014126468,0.969365774,P,3.05,3.17,0.12
449,451,NIL02,-0.020930931,0.941902018,P,6.34,6.32,-0.02
449,451,NIL02,-0.132918061,0.381412539,S,3.87,3.71,-0.16
449,451,NIL01,-0.039546095,0.876040175,S,3.41,3.41,0
449,451,NIL01,-0.101587217,0.847404405,P,4.19,3.76,-0.43
449,535,NIL07,-0.123472249,0.379749122,P,2.17,2.19,0.02
449,535,NIL08,0.008111587,0.835842131,P,3.69,3.82,0.13
449,535,NIL08,0.041709859,0.663817804,S,2.35,2.31,-0.04
449,535,NIL09,-0.08610124,0.357549054,S,2.03,2.08,0.05
449,535,NIL09,0.023411832,0.530206828,P,2.19,2.32,0.13
449,535,NIL06,0.054947662,0.585621017,P,2.52,2.49,-0.03
449,535,NIL06,-0.018968007,0.845359136,S,3.46,3.71,0.25
449,535,NIL03,-0.154985506,0.526045218,S,2.28,2.28,0
449,535,NIL03,0.005402856,0.856630633,P,2.24,2.35,0.11
449,535,NIL04,-0.138095382,0.599734266,P,2.9,2.65,-0.25
449,535,SIL03,0.012566086,0.688859429,P,4.52,4.41,-0.11
449,535,NIL10,0.043332619,0.828154921,P,2.79,2.78,-0.01
449,535,SIL02,-0.034199368,0.928504876,P,3.05,3.17,0.12
449,535,NIL02,-0.011651382,0.634887723,P,6.34,6.32,-0.02
449,535,NIL01,0.076637962,0.632949075,S,3.87,3.71,-0.16
449,535,NIL01,-0.027387134,0.821614135,P,3.41,3.41,0
449,454,NIL09,-0.043672863,0.616508033,P,2.17,2.19,0.02
449,454,NIL09,0.080827802,0.589592728,S,3.69,3.82,0.13
449,454,NIL07,-0.121690106,0.516384486,P,2.35,2.31,-0.04
449,454,NIL08,-0.044272061,0.662693132,P,2.03,2.08,0.05
449,454,SIL03,-0.061736387,0.66337038,P,2.19,2.32,0.13
449,454,SIL02,-0.02899039,0.915509839,P,2.52,2.49,-0.03
449,454,NIL10,0.074436817,0.616363131,P,3.46,3.71,0.25
449,454,NIL06,-0.024601381,0.568623257,P,2.28,2.28,0
449,454,NIL03,-0.058541158,0.781824153,P,2.24,2.35,0.11
449,454,NIL03,-0.004541162,0.494978112,S,2.9,2.65,-0.25
449,454,NIL04,0.054488175,0.716143482,P,4.52,4.41,-0.11
449,454,SIL08,0.03928646,0.648222423,P,2.79,2.78,-0.01
449,515,NIL07,-0.088867048,0.381015696,P,2.17,2.19,0.02
449,515,NIL06,-0.124608092,0.458453206,P,3.69,3.82,0.13
449,515,NIL09,-0.080067968,0.438382134,S,2.35,2.31,-0.04
449,515,NIL09,-0.121672825,0.542909937,P,2.03,2.08,0.05
449,515,NIL03,-0.053267683,0.461256498,S,2.19,2.32,0.13
449,515,NIL03,-0.004671315,0.634291616,P,2.52,2.49,-0.03
450,503,SIL01,0.026576266,0.418731027,S,2.17,2.19,0.02
450,503,SIL01,0.001186222,0.523933696,P,3.69,3.82,0.13
450,503,NIL10,0.137878477,0.535240822,P,2.35,2.31,-0.04
450,503,SIL02,0.051194298,0.765071999,P,2.03,2.08,0.05
450,503,SIL02,0.066689038,0.631862512,S,2.19,2.32,0.13
450,503,SIL04,-0.019265002,0.353041682,P,2.52,2.49,-0.03
450,503,SIL04,0.021638453,0.719731399,S,3.46,3.71,0.25
450,503,NIL09,0.096919752,0.422528326,P,2.28,2.28,0
450,503,SIL08,0.042813806,0.577186087,S,2.24,2.35,0.11
450,503,SIL08,-0.083870524,0.691057645,P,2.9,2.65,-0.25
450,503,SIL05,-0.017552623,0.359814877,P,4.52,4.41,-0.11
450,503,SIL06,-0.012476557,0.566520151,S,2.79,2.78,-0.01
450,503,SIL06,0.096121615,0.662583507,P,3.05,3.17,0.12
450,464,SIL01,-0.087121,0.412843146,P,2.17,2.19,0.02
450,464,SIL01,-0.075742377,0.388917057,S,3.69,3.82,0.13
450,464,NIL10,0.05772012,0.791124652,P,2.35,2.31,-0.04
450,464,SIL02,0.055542453,0.806855112,S,2.03,2.08,0.05
450,464,SIL02,0.056698189,0.673464791,P,2.19,2.32,0.13
450,464,SIL04,-0.019084517,0.575768271,P,2.52,2.49,-0.03
450,464,SIL04,-0.038338407,0.832338983,S,3.46,3.71,0.25
450,464,SIL08,-0.078174036,0.682178192,P,2.28,2.28,0
450,464,SIL05,0.063554398,0.662974896,P,2.24,2.35,0.11
450,464,SIL06,-0.006431952,0.837738381,P,2.9,2.65,-0.25
450,464,NIL08,0.129623558,0.515636529,S,4.52,4.41,-0.11
450,464,NIL08,0.073060053,0.542067074,P,2.79,2.78,-0.01
450,464,NIL06,0.05645197,0.596788647,P,3.05,3.17,0.12
450,464,NIL04,-0.001205959,0.701410891,S,6.34,6.32,-0.02
450,464,NIL04,-0.002983718,0.818494666,P,3.87,3.71,-0.16
450,501,SIL01,-0.035373672,0.564937638,S,2.17,2.19,0.02
450,501,SIL01,0.047360983,0.678466375,P,3.69,3.82,0.13
450,501,NIL10,-0.027494401,0.544925941,P,2.35,2.31,-0.04
450,501,SIL02,0.099086703,0.547326643,S,2.03,2.08,0.05
450,501,SIL02,0.058810395,0.600700841,P,2.19,2.32,0.13
450,501,SIL04,-0.10102305,0.658847738,S,2.52,2.49,-0.03
450,501,SIL04,0.033751455,0.324794665,P,3.46,3.71,0.25
450,501,SIL08,-0.011195295,0.59611834,P,2.28,2.28,0
450,465,SIL01,-0.000690861,0.40946699,S,2.17,2.19,0.02
450,465,SIL01,0.002133727,0.576078672,P,3.69,3.82,0.13
450,465,NIL10,-0.049164523,0.704588323,P,2.35,2.31,-0.04
450,465,SIL02,0.001159601,0.793320946,S,2.03,2.08,0.05
450,465,SIL02,0.055654562,0.728430087,P,2.19,2.32,0.13
450,465,SIL04,-0.082676604,0.660645796,S,2.52,2.49,-0.03
450,465,SIL04,0.068809042,0.380481003,P,3.46,3.71,0.25
450,465,SIL08,-0.102925339,0.584471693,P,2.28,2.28,0
450,465,NIL09,0.001172624,0.527649212,P,2.24,2.35,0.11
450,465,SIL05,0.177614432,0.595107016,P,2.9,2.65,-0.25
450,465,SIL06,0.01676978,0.604938828,S,4.52,4.41,-0.11
450,465,SIL06,0.061062063,0.788092769,P,2.79,2.78,-0.01
450,465,NIL08,0.03358765,0.841261317,P,3.05,3.17,0.12
450,465,NIL06,0.069015261,0.743054412,P,6.34,6.32,-0.02
450,465,NIL04,-0.064639286,0.709145298,P,3.87,3.71,-0.16
450,534,SIL01,-0.004155065,0.438585871,P,2.17,2.19,0.02
450,534,NIL10,-0.045287491,0.809895676,P,3.69,3.82,0.13
450,534,SIL04,0.044902951,0.451891057,P,2.35,2.31,-0.04
450,534,SIL04,0.012813655,0.536812677,S,2.03,2.08,0.05
450,534,SIL08,0.029065936,0.784482174,P,2.19,2.32,0.13
450,534,SIL08,0.026074389,0.610696297,S,2.52,2.49,-0.03
450,534,SIL05,0.163492044,0.650432856,P,3.46,3.71,0.25
450,517,SIL02,0.035153322,0.858519031,S,2.17,2.19,0.02
450,517,SIL02,0.010270911,0.473919881,P,3.69,3.82,0.13
450,517,NIL10,-0.042835665,0.803434044,P,2.35,2.31,-0.04
450,517,SIL04,0.029764884,0.534447113,S,2.03,2.08,0.05
450,517,SIL04,0.19344491,0.491964932,P,2.19,2.32,0.13
450,517,SIL08,0.03514112,0.618910815,P,2.52,2.49,-0.03
450,517,SIL05,0.024836978,0.425709552,P,3.46,3.71,0.25
450,466,NIL10,0.117157994,0.733482818,P,2.17,2.19,0.02
450,466,SIL02,-0.053587754,0.420250111,S,3.69,3.82,0.13
450,466,SIL02,0.042625568,0.519973134,P,2.35,2.31,-0.04
450,466,SIL01,-0.040621827,0.582972227,S,2.03,2.08,0.05
450,466,SIL01,0.029157615,0.532783494,P,2.19,2.32,0.13
450,466,NIL09,0.048951451,0.489712814,P,2.52,2.49,-0.03
450,466,NIL09,-0.013721408,0.612325778,S,3.46,3.71,0.25
450,466,SIL04,-0.102570544,0.470394979,S,2.28,2.28,0
450,466,SIL04,-0.061768159,0.608224238,P,2.24,2.35,0.11
450,466,NIL08,-0.025014755,0.568799093,P,2.9,2.65,-0.25
450,466,NIL08,0.028325977,0.546507192,S,4.52,4.41,-0.11
450,466,SIL05,-0.049752495,0.489516226,P,2.79,2.78,-0.01
450,466,SIL08,-0.010021722,0.715379247,P,3.05,3.17,0.12
450,466,SIL08,-0.139934492,0.569251723,S,6.34,6.32,-0.02
450,466,NIL06,-0.033899806,0.547700008,P,3.87,3.71,-0.16
450,466,NIL04,-0.080147274,0.738196328,P,3.41,3.41,0
450,511,SIL01,0.087295982,0.376933502,P,2.17,2.19,0.02
450,511,SIL02,0.067360608,0.726824915,P,3.69,3.82,0.13
450,511,NIL10,0.02295896,0.852915666,P,2.35,2.31,-0.04
450,511,SIL04,0.107157995,0.626123822,P,2.03,2.08,0.05
450,511,SIL04,-0.041754669,0.536058987,S,2.19,2.32,0.13
450,511,SIL08,0.009586801,0.724318573,P,2.52,2.49,-0.03
450,511,SIL05,0.109998339,0.671360342,P,3.46,3.71,0.25
450,511,SIL06,0.025356742,0.721547986,P,2.28,2.28,0
450,511,NIL08,0.060831504,0.586083439,S,2.24,2.35,0.11
450,511,NIL08,0.035536423,0.709307372,P,2.9,2.65,-0.25
450,436,SIL01,-0.02688364,0.512299335,P,2.17,2.19,0.02
450,436,SIL02,0.013451314,0.733040691,P,3.69,3.82,0.13
450,436,SIL02,0.045024052,0.779251786,S,2.35,2.31,-0.04
450,436,NIL10,-0.050010724,0.831660018,P,2.03,2.08,0.05
450,436,SIL04,-0.046205878,0.413361522,P,2.19,2.32,0.13
450,436,SIL08,-0.122625199,0.609823067,P,2.52,2.49,-0.03
450,436,SIL08,-0.196267834,0.452642796,S,3.46,3.71,0.25
450,436,SIL05,0.10287021,0.370893706,P,2.28,2.28,0
451,454,NIL09,-0.064949465,0.515090284,P,2.17,2.19,0.02
451,454,NIL09,0.118310356,0.500202359,S,3.69,3.82,0.13
451,454,SIL03,-0.047040728,0.695738205,P,2.35,2.31,-0.04
451,454,SIL03,-0.119360804,0.290276183,S,2.03,2.08,0.05
451,454,NIL08,-0.045046034,0.628853041,P,2.19,2.32,0.13
451,454,NIL07,-0.011285565,0.689167987,P,2.52,2.49,-0.03
451,454,SIL02,0.022974645,0.939550563,P,3.46,3.71,0.25
451,454,SIL02,0.017950018,0.76258312,S,2.28,2.28,0
451,454,NIL10,0.05531771,0.616855409,P,2.24,2.35,0.11
451,454,NIL06,0.006028575,0.615907415,P,2.9,2.65,-0.25
451,454,NIL03,-0.044138309,0.710228976,P,4.52,4.41,-0.11
451,454,NIL03,0.069366252,0.475838849,S,2.79,2.78,-0.01
451,454,NIL04,0.039866406,0.70547847,P,3.05,3.17,0.12
451,454,SIL05,0.00010098,0.504030515,S,6.34,6.32,-0.02
451,454,SIL05,-0.019992424,0.642906386,P,3.87,3.71,-0.16
451,535,NIL07,-0.013673454,0.76526454,P,2.17,2.19,0.02
451,535,NIL08,-0.000608045,0.657557956,S,3.69,3.82,0.13
451,535,NIL08,0.00705409,0.759384838,P,2.35,2.31,-0.04
451,535,NIL09,-0.061287356,0.345170766,S,2.03,2.08,0.05
451,535,NIL09,0.007737892,0.533307011,P,2.19,2.32,0.13
451,535,NIL06,-0.003930197,0.697078571,P,2.52,2.49,-0.03
451,535,NIL06,0.004426686,0.732276445,S,3.46,3.71,0.25
451,535,NIL03,-0.167058099,0.49608187,S,2.28,2.28,0
451,535,NIL03,0.019400723,0.810072368,P,2.24,2.35,0.11
451,535,SIL03,0.026779644,0.665932985,P,2.9,2.65,-0.25
451,535,NIL10,-0.106818965,0.685775,P,4.52,4.41,-0.11
451,535,SIL02,0.01758384,0.935896589,P,2.79,2.78,-0.01
451,535,NIL04,-0.000750757,0.782290782,S,3.05,3.17,0.12
451,535,NIL04,-0.152974514,0.556452021,P,6.34,6.32,-0.02
451,535,NIL02,0.010878892,0.702867355,P,3.87,3.71,-0.16
451,535,NIL01,0.11873792,0.65873613,S,3.41,3.41,0
451,535,NIL01,0.002838551,0.788986463,P,4.19,3.76,-0.43
452,525,NIL01,0.141328257,0.447884178,P,2.17,2.19,0.02
452,525,NIL01,0.187679306,0.482792055,S,3.69,3.82,0.13
452,525,NIL04,0.053422837,0.736263587,S,2.35,2.31,-0.04
452,525,NIL04,-0.029952882,0.652047841,P,2.03,2.08,0.05
452,525,NIL06,0.108490578,0.619517211,S,2.19,2.32,0.13
452,525,NIL06,-0.043898978,0.733962618,P,2.52,2.49,-0.03
452,525,NIL08,0.093213168,0.360794965,P,3.46,3.71,0.25
452,525,NIL08,-0.029132739,0.795197222,S,2.28,2.28,0
452,526,NIL01,-0.010538125,0.675310683,P,2.17,2.19,0.02
452,526,NIL04,0.040916145,0.595803039,S,3.69,3.82,0.13
452,526,NIL04,-0.086621253,0.591341738,P,2.35,2.31,-0.04
452,526,NIL06,0.0011899,0.684625031,S,2.03,2.08,0.05
452,526,NIL06,-0.070031692,0.831287155,P,2.19,2.32,0.13
452,526,NIL08,-0.020916705,0.780391612,S,2.52,2.49,-0.03
452,526,NIL08,0.160403032,0.423464624,P,3.46,3.71,0.25
452,509,NIL04,-0.101787863,0.537916605,S,2.17,2.19,0.02
452,509,NIL04,0.058036595,0.488435301,P,3.69,3.82,0.13
452,509,NIL06,-0.04273366,0.745670046,P,2.35,2.31,-0.04
452,509,NIL06,0.134170187,0.673189599,S,2.03,2.08,0.05
452,509,NIL08,-0.063480678,0.875397353,S,2.19,2.32,0.13
452,509,NIL08,0.094427643,0.320976898,P,2.52,2.49,-0.03
452,453,NIL04,0.001324301,0.956368252,S,2.17,2.19,0.02
452,453,NIL04,0.012939125,0.746129629,P,3.69,3.82,0.13
452,453,NIL06,-0.003351102,0.950007267,P,2.35,2.31,-0.04
452,453,NIL06,0.059853615,0.805797341,S,2.03,2.08,0.05
452,453,NIL08,-0.078574581,0.865169165,S,2.19,2.32,0.13
452,453,NIL08,0.0405675,0.68774512,P,2.52,2.49,-0.03
453,526,NIL04,0.038751833,0.57949456,S,2.17,2.19,0.02
453,526,NIL04,-0.092899437,0.678426528,P,3.69,3.82,0.13
453,526,NIL06,-0.068073709,0.735442651,P,2.35,2.31,-0.04
453,526,NIL06,0.048430862,0.824469786,S,2.03,2.08,0.05
453,526,NIL08,0.057673192,0.673665951,S,2.19,2.32,0.13
453,526,NIL08,0.112059093,0.29844409,P,2.52,2.49,-0.03
453,525,NIL04,0.053445151,0.699135569,S,2.17,2.19,0.02
453,525,NIL04,-0.129888913,0.766741876,P,3.69,3.82,0.13
453,525,NIL06,-0.042219505,0.646402689,P,2.35,2.31,-0.04
